"text","id"
"微博上搜<a class='k' href='/k/libvirt?from=feed'>#libvirt#</a>127条记录，搜<a class='k' href='/k/openstack?from=feed'>#openstack#</a>有 74584相关记录，看来大家还是喜欢偏应用层的东西，说到底其实还是在跟着潮流走 ???","668"
"通过任何客户端直接对数据的访问，无视接口与封装性都是耍流氓 ???","669"
"转发微博","670"
"在听曲婉婷的《我不能悲伤的睡在你身旁》，<a href='/n/百度随心听'>@百度随心听</a> <a data-url=""http://t.cn/zWo5Ual"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ffm.baidu.com%2F%23%2Fplay%2Fpublic_tuijian_suibiantingting%2F10490564%2Fshare%2Ftsina"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  这是老罗写的歌啊<a href='/n/罗永浩可爱多'>@罗永浩可爱多</a> ???","671"
"小王不就是OpenJDK 嘛？//<a href='/n/校长Ubuntu'>@校长Ubuntu</a>: 有个问题，这开源扑克里面没有java","672"
"对你们的sheepdog表示关注，期待能有更多文档出来<a href='/n/淘宝开源'>@淘宝开源</a>:链接可以点击这些： <a data-url=""http://t.cn/7UZvs"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fcode.taobao.org"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a data-url=""http://t.cn/hGUkFk"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fcode.alibabatech.com"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a data-url=""http://t.cn/zOlhSFk"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=https%3A%2F%2Fgithub.com%2Ftaobao"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a data-url=""http://t.cn/zlv4cKs"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=https%3A%2F%2Fgithub.com%2Falibabatech%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">AlibabaTec...</span></a> <a data-url=""http://t.cn/zWI8x8o"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=https%3A%2F%2Fgithub.com%2Falipay"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a data-url=""http://t.cn/zlvblzn"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=https%3A%2F%2Fgithub.com%2Falibaba%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">Alibaba</span></a>","673"
"龙华线发福利啦，每人一瓶水 ???","674"
"俺只有１００多分，先顶个//<a href='/n/池建强'>@池建强</a>:全中国程序员联合起来，为了第一个全中文子站，该commit就赶紧去commit吧","675"
"<i class=""face face_3 icon_3"">[赞]</i>以后少逛58多逛百姓","676"
"我刚在<a href='/n/微盘'>@微盘</a> 发现了一个很不错的文件&quot;Just+for+Fun+-+Linus+Torvalds+自传.pdf&quot;，推荐你也来看看！ <a data-url=""http://t.cn/zWg3grA"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvdisk.weibo.com%2Fs%2FbU39o"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","677"
"哎，走好","678"
"这什么时候采集的卫星图，怎么看都不像","679"
"为新版本造势，纯属炒作，结果大家还都信了，转发量也不少了，不过发博的那人营销学肯定没学好。 //<a href='/n/程显峰-Mars'>@程显峰-Mars</a>:没有买卖就没有杀害 //<a href='/n/zckevin'>@zckevin</a>:活不过40 //<a href='/n/return_humeafo'>@return_humeafo</a>:优秀不优秀要看代码，看产品。能看出来的是作秀。","680"
"<i class=""face face_1 icon_3"">[哈哈]</i>卧槽","681"
"是为了压大轴的，学习了","682"
"托马老师的福","683"
"公交车也被砸了么？<i class=""face face_1 icon_10"">[抓狂]</i> ???","684"
"因为此事，家乐福一直不敢进娄底<i class=""face face_1 icon_3"">[哈哈]</i>","685"
"蒋总确认看过此书？//<a href='/n/蒋涛CSDN'>@蒋涛CSDN</a>:《Java夜未眠》很好看 -当时的捐款好像是我们办的 <a href='/n/孟迎霞'>@孟迎霞</a>","686"
"congratulations","687"
"//<a href='/n/高煥堂'>@高煥堂</a>:我常常把需求比喻為女生，而設計則是男生；談戀愛時，女生檢驗男生而後融入(嫁給)男生。不過，大多數人都把它們的角色倒過來，把設計融入(嫁給)到需求中，不需檢驗，只要夫唱婦隨即可，只是這種大同世界一直沒有出現過。","688"
"多送几个手机//<a href='/n/周鸿祎'>@周鸿祎</a>:有多少人会坚持到3:55？这可不是世界杯欧锦赛的，而且博尔特也不是帅锅","689"
"我很想知道你对他的评论","690"
"Repost","691"
"为什么一个站点一旦有点用户了，就变样了，变得不再合你胃口。比如<a data-url=""http://t.cn/h9D4EA"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.aqee.net%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","692"
"哎，只能以微薄之力转发一下","693"
"那用一个词就叫包罗万象//<a href='/n/limodou'>@limodou</a>:回复<a href='/n/_Zhijun'>@_Zhijun</a>:大概意思就是python自带了许多库，不用再去其它地方找了。 //<a href='/n/_Zhijun'>@_Zhijun</a>:你好，python中有句话叫：&quot; batteries included philosophy&quot;是什么意思？谢谢","694"
"这帮７０后我喜欢，<i class=""face face_1 icon_2"">[嘻嘻]</i>//<a href='/n/池建强'>@池建强</a>:他很帅…宽广，左兄你不会后悔的 //<a href='/n/tinyfool'>@tinyfool</a>:我去修补一下就好了 //<a href='/n/左耳朵耗子'>@左耳朵耗子</a>: 但是你已把你的第一次给了<a href='/n/池建强'>@池建强</a> 等五人。//<a href='/n/tinyfool'>@tinyfool</a>: 哎呀，没想起来，不过51cto的会我是为了见你才答应去的，感动吧？ //<a href='/n/左耳朵耗子'>@左耳朵耗子</a>:靠，居然没叫我。","695"
"记得有一次世锦赛中国被晋级的事儿","696"
"H2O，呵呵//<a href='/n/Layne_Peng'>@Layne_Peng</a>:估计是想讽刺质疑的外媒吧？","697"
"libvirt client在windows下只支持xp和64bit的win7，索性干脆把系统、软件更新个遍。eclipse4.2的界面一时还难以接受，功能倒是有明显改进，更新插件时可以在后台运行不影响开发了，而且下载速度明显加快 ???","698"
"奥运会后你又有什么大动作呀？","699"
"八年前俺看的直播，张军高凌搭档夺冠，现在很少还看比赛时长超过一个小时的了，静下来看一场nba更是一种奢望，想当年还逃课看比赛，或许不是没时间，而是不再有那种热情。还有更多的事等着咱们呢","700"
"这料爆的猛//<a href='/n/新浪体育'>@新浪体育</a>:黄健翔聊网友质疑辽宁女子举重队输出有交易。","701"
"非ITer都是这么认为的","702"
"看过那人在developerwork上的文章，还不错。iteye好几篇关于他的帖，但不知道真相","703"
"Repost","704"
"来个猛的，金的送１部，银的送２部，铜的送３部，没拿牌的运动员鼓励一部。<a href='/n/周鸿祎'>@周鸿祎</a> 你觉的怎么样？","705"
"传说中的怀才不遇？//<a href='/n/StephonMarbury'>@StephonMarbury</a>:You don't think so because you never seen him dominate. The NBA is all about opportunity and being in the right situation for some. If he had a coach and a organization that was willing to let him play freely and he would be better","706"
"我参与了<a href='/n/华章图书'>@华章图书</a> 的投票【编程时需要考虑代码的可读性吗？】，我投给了“代码不仅要自己能读懂，还要别人也能看懂”，你也快来表态吧！<a data-url=""http://t.cn/zWKi3k5"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvote.weibo.com%2Fvid%3D1907063"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">编程时需要考虑代码的...</span></a> ???","707"
"配置呢？","708"
"内裤都开源了<i class=""face face_1 icon_3"">[哈哈]</i>","709"
"微博内置浏览器是真心不好用，以前太懒的改配置，这次实在受不了啦 ???","710"
"完了，发了这条微，被僵粉瞄上了。","711"
"<a class='k' href='/k/网店女店主熬夜猝死?from=feed'>#网店女店主熬夜猝死#</a>身体是1，其他都是0。珍重 ???","712"
"破解软件能不用还是不用吧，写程序的都不容易，特别在天国，如果你还以破解为荣，那我以你为耻 ???","713"
"我参与了<a href='/n/cnBeta'>@cnBeta</a> 的投票【你认为今晚微软到底要干啥？】，我投给了“发布Office2013”，你也快来表态吧！<a data-url=""http://t.cn/zWxrZDh"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvote.weibo.com%2Fvid%3D1880557"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">你认为今晚微软到底要...</span></a> ???","714"
"牛啊！得分王，助攻王，篮板王，盖帽王，还有什么王来着？//<a href='/n/于嘉'>@于嘉</a>:最新的情况是这样的<i class=""face face_1 icon_7"">[晕]</i>","715"
"哈哈，看到微博上有为技术争的死去活来的了，这远比那些大佬的争吵有味多了，争执使我们进步//<a href='/n/zhh-2009'>@zhh-2009</a>: 我今晚写不完，而且H2我才刚看几天，但我保证16号凌晨之前一定写给你看，要是空头支票劳资立刻在微博上永久消失[挖鼻屎]//<a href='/n/Whipser'>@Whipser</a>：回复<a href='/n/zhh-2009'>@zhh-2009</a>: 别来空头支票，今天哥就在这等你写你的","716"
"//<a href='/n/Peng_8817'>@Peng_8817</a>: 保罗说：你们还记得我假装给格里芬传球那一次，那家伙太傻了，球没到 人差点撞到篮筐。那一次是全美直播。奥运打中国队的时候我准备再玩一次，全世界直播。","717"
"这位大哥光顾着帮创业家打广告，违背了刘强东的原意啊","718"
"通过<a href='/n/微盘'>@微盘</a> 下载了<a href='/n/云计算-吴朱华'>@云计算-吴朱华</a> 分享的&quot;从半空看虚拟化.pdf&quot;，推荐给大家！ <a data-url=""http://t.cn/zWte4wL"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvdisk.weibo.com%2Fs%2F8h-7Y%2F1341720715"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","719"
"<i class=""face face_2 icon_4"">[怒骂]</i>//<a href='/n/王淮Harry哥'>@王淮Harry哥</a>: //<a href='/n/范炜'>@范炜</a>:主观上没有想抽他的意思","720"
"不难发现你是吴军的铁杆粉丝//<a href='/n/Fenng'>@Fenng</a>:奉劝管理层这群笨蛋赶紧退休算了，将你们挂在墙上就够了，你们没那么牛，是这股浪潮将你们推到了那个位置，浪潮一退，都他妈在裸泳。","721"
"扯蛋","722"
"再转一下//<a href='/n/王淮Harry哥'>@王淮Harry哥</a>: 转发微博。","723"
"做事不讨好还要搭上自己的性命，值吗？PS:那条河还可以游泳？环保做得不错呀","724"
"搞了个？","725"
"<i class=""face face_1 icon_3"">[哈哈]</i>//<a href='/n/老男孩Steven'>@老男孩Steven</a>: 英语不好，翻译的不知对不对：我今晚去党那，我是个性工作女孩，服务时好时坏，这就是我，你不喜欢我，就拔出去。","726"
"视频-纪念姚明当选状元十周年 重忆巨人美好岁月 <a data-url=""http://t.cn/zWyLTBD"" href=""http://video.sina.com.cn/p/sports/k/v/2012-06-27/093461789679.html?url_type=1&object_type=&pos=1"" ><i class=""iconimg iconimg-xs""><img src=""http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png""></i><span class=""surl-text"">视频</span></a>  （分享自 <a href='/n/新浪视频'>@新浪视频</a>）十年如一日 ???","727"
"转发微博","728"
"西祠响马: 烟台媒体们，你们可以为了几个苹果万人签名，却要在五条人命前集体闭嘴吗？","729"
"什么大事，<a href='/n/周鸿祎'>@周鸿祎</a> 出来说说，又融资啦？//<a href='/n/雷军'>@雷军</a>: 我不知道bin激动啥，今天我也很激动，端午节，值得纪念的日子！","730"
"沃兹在<a class='k' href='/k/生活大爆炸?from=feed'>#生活大爆炸#</a>中出演他本人的是哪集，万能的围脖知道不？ ???","731"
"注意他说的话，&quot;只会...&quot;，这是个伪命题，能玩好PHP的人，我就不信你就只懂PHP，估计吴军对PHP的认识也只停留在表面现象//<a href='/n/_浪潮之巅_'>@_浪潮之巅_</a>: 顺带说一句搞IT的人不爱听的，如果只会什么PHP或者JS，和生产线上的工人最后命运差不多。C好很多，因为把C用熟了至少4年时间，因此这方面的熟练工很少。","732"
"雷霆不是那么好对付的，相反大家对他们寄语的希望不高，更易于发挥，年轻无极限//<a href='/n/StephonMarbury'>@StephonMarbury</a>:Which team will win the third game? Let me know what you think. As I said early, I think Heat will win the final these year, this is my prediction, how about yours?","733"
"严格控制饮食//<a href='/n/左耳朵耗子'>@左耳朵耗子</a>:回复<a href='/n/Realthing'>@Realthing</a>:要是不小心拉太多了，堵了怎办? 马桶都可能被堵啊。 //<a href='/n/Realthing'>@Realthing</a>:小便在宇航服内解决,宇航服内背后的箱子将吸进入,大的要把一个漏斗一样的座便器放到屁股上,拉一点那东西吸一点","734"
"Repost","735"
"Repost","736"
"有人问我，一个人最需要也是最欣慰的三个字是什么，百度说dang中央，Google说:自由权，stackoverflow说:没有Bug，我说:不知道，你们说是什么啊？ ???","737"
"带着团队研究底层技术<i class=""face face_1 icon_2"">[嘻嘻]</i>","738"
"做生意的你不玩些新概念怎么行//<a href='/n/程显峰-Mars'>@程显峰-Mars</a>:Java 搞成这个样子我只能说oracle很有创意","739"
"<i class=""face face_1 icon_4"">[爱你]</i>","740"
"我刚更新了<a class='k' href='/k/微博客户端夏日版?from=feed'>#微博客户端夏日版#</a>，全新推出微博好友列表、手机通讯录找好友、摇一摇互粉、微博表态、兴趣社区等众多功能。清凉夏日版，快来和我一起开启微博新能量吧！手机大奖等你来拿哦！<a data-url=""http://t.cn/zOFn3Vp"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fm.weibo.com%2Fweb%2Fnetopic%2Findex.php"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","741"
"估计<a href='/n/雷军'>@雷军</a> 狠你到死的心都有了//<a href='/n/周鸿祎'>@周鸿祎</a>:小米刚发布时绝对是当时性价比最高的手机确实不赚钱，一年多来在其目标人群建立了知名度和体验，在国产手机里已具备品牌溢价能力","742"
"我的有点像THE SCHOLAR","743"
"千万别读叫兽写的翻译的书，其实那是烟酒生的课堂作业 ???","744"
"下次一定要拜读下KK的书//<a href='/n/云计算-吴朱华'>@云计算-吴朱华</a>:个人感觉，吴军老师的水平和《黑客与画家》Paul Graham一个Level，在业界也应该仅次于凯文·凯利，国内5年内不会出现和吴军老师PK的人<i class=""face face_1 icon_8"">[泪]</i>，还有期待首席的巨作","745"
"有意思","746"
"<i class=""face face_1 icon_3"">[哈哈]</i>还论个毛，马刺都回家了","747"
"年轻无极限","748"
"新浪在那里踏实的做着事//<a href='/n/蒋涛CSDN'>@蒋涛CSDN</a>:你的猜想是对的 现在巨头们都在想一件事情 如何构建开发者生态系统 特别是在移动领域和云计算平台 腾讯从游戏和关系角度思考（有巨大用户量） 百度从广告和流量角度思考 阿里从电子商务角度思考，后面还有京东，华为，360都憋着劲呢","749"
"你们吹的没用，等读者说话了在考虑是否买//<a href='/n/_浪潮之巅_'>@_浪潮之巅_</a>://<a href='/n/出版人周筠'>@出版人周筠</a>: 今天第9名了<a href='/n/人民邮电出版社-信息技术分社'>@人民邮电出版社-信息技术分社</a>: 热烈庆祝《数学之美》进入Amazon.cn图书销售总榜第10位，计算机图书总榜第一位！一本科技书能够与于丹、郎咸平们平起平坐，难得一见的奇观呀！来之不易的成绩","750"
"不去做点有价值的事，圈那么多地干嘛//<a href='/n/刘强东'>@刘强东</a>:沈总，还是有的，沙漠！//<a href='/n/沈国军'>@沈国军</a>: 今后中国没有净土了！！！","751"
"真正热爱IT的都活得很好//<a href='/n/池建强'>@池建强</a>:回复<a href='/n/豆芽菜大叔'>@豆芽菜大叔</a>: 这个。。。 //<a href='/n/豆芽菜大叔'>@豆芽菜大叔</a>:其实吧，大学没辍学上完了的，基本就完蛋了。","752"
"生命不息，折腾不止<i class=""face face_4 icon_7"">[蜡烛]</i>","753"
"这做父母的太悲哀了","754"
"转发微博","755"
" <a href='/n/李开复'>@李开复</a> <a href='/n/雷军'>@雷军</a> <a href='/n/周鸿祎'>@周鸿祎</a> <i class=""face face_2 icon_9"">[嘘]</i>","756"
"喜欢最后一句，“世界上只有两种语言，整天被人喷的语言和没人用的语言”","757"
"在google上搜python图片，整页的大蟒蛇吓死人 ???","758"
"//<a href='/n/Peng_8817'>@Peng_8817</a>: <i class=""face face_3 icon_20"">[给力]</i>","759"
"<a class='k' href='/k/我在看雷霆vs湖人Ⅲ?from=feed'>#我在看雷霆vs湖人Ⅲ#</a>  湖人V5 看直播： <a data-url=""http://t.cn/h9nVzP"" href=""http://live.video.sina.com.cn/room/nba"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> 我看到了这里： <a data-url=""http://t.cn/zOuZvKX"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fkandian.com%2Fplay%2Fiplay.php%3Fid%3D1025425470%26playTime%3D11633%26url_type%3D1%26object_type%3D%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png""></i><span class=""surl-text"">视频</span></a> ???","760"
"我也来凑下热闹，去FB逛逛 ???","761"
"//<a href='/n/王功权'>@王功权</a>:又是一个鲜活的生命，无奈而决绝地去死，留下千百万与世界政治文明严重脱节的官员，对民众的土地继续仰脸朝天衣冠楚楚地狂圈着。","762"
"//<a href='/n/王功权'>@王功权</a>:又是一个鲜活的生命，无奈而决绝地去死，留下千百万与世界政治文明严重脱节的官员，对民众的土地继续仰脸朝天衣冠楚楚地狂圈着。","763"
"牛X","764"
"你这么一说我还真想装个360，但我还是决定不装，一对一能应付过来么？<a href='/n/周鸿祎'>@周鸿祎</a>:360今天决定为每个用户提供一对一真人版电脑专家，您电脑遇到问题如果对付不了，可以一键呼叫360电脑专家帮您搞定，全部免费。这才是真正的电脑管家，是大活人非siri,谢绝调戏","765"
"你听得懂CCTV说的啥不","766"
"高危险职业","767"
"一点都不搞笑，自编自导还诋毁phper//<a href='/n/张剑光_小猿'>@张剑光_小猿</a>:PHP男悲剧啊//<a href='/n/文艺程序员'>@文艺程序员</a>: <i class=""face face_1 icon_8"">[泪]</i><i class=""face face_1 icon_8"">[泪]</i><i class=""face face_1 icon_8"">[泪]</i><i class=""face face_1 icon_8"">[泪]</i>//<a href='/n/程序员幽默'>@程序员幽默</a>: <i class=""face face_1 icon_8"">[泪]</i>","768"
"请问目标用户是？玩过人人网的都是你的目标用户？","769"
"屌丝一枚<i class=""face face_2 icon_1"">[思考]</i>","770"
"支持，但希望内容不要太失望","771"
"Repost","772"
"想读《软件随想录》 <a data-url=""http://t.cn/hby0rS"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fbook.douban.com%2Fsubject%2F4163938%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","773"
"iteye首页改版了，广告位更清晰了 ???","774"
"我只有过千多字重写的经历","775"
"see sharp<i class=""face face_1 icon_3"">[哈哈]</i>","776"
"没吃过<i class=""face face_1 icon_9"">[馋嘴]</i>","777"
"以后做小偷要要有职业素养，电脑可以拿走，文件麻烦共享一份，反正你也卖不出钱","778"
"在stackoverflow提问，五分钟内就能收到比较满意的答案，你究竟有多少用户啊？ ???","779"
"这是一家澳洲的网站么//<a href='/n/张成_ICT'>@张成_ICT</a>:这是抄袭的豆瓣，赞豆瓣的坚持。//<a href='/n/张俊林say'>@张俊林say</a>: 不是豆瓣，胜似豆瓣","780"
"<a href='/n/Raymond_lk'>@Raymond_lk</a> <a href='/n/ZaX-璽'>@ZaX-璽</a> 还记得寝室卧谈会怎么学脏话的不？<i class=""face face_1 icon_3"">[哈哈]</i>","781"
"直接用浏览器刷微博发现<a class='k' href='/k/android版?from=feed'>#android版#</a>客户端数据丢失很严重 ???","782"
"Awsome, give me a signature<i class=""face face_1 icon_2"">[嘻嘻]</i>//<a href='/n/StephonMarbury'>@StephonMarbury</a>:回复<a href='/n/iJOYou5'>@iJOYou5</a>:We are in Shenzhen right now and the weather is beautiful.","783"
"Repost","784"
"Mark,加入读书列表","785"
"说不定是个男滴","786"
"缺啥补啥//<a href='/n/蒋涛CSDN'>@蒋涛CSDN</a>:<i class=""face face_1 icon_6"">[吃惊]</i>文青程序员训练营  有市场？","787"
"这也行啊？when you can give me a msg too,superstar//<a href='/n/StephonMarbury'>@StephonMarbury</a>:回复<a href='/n/闫大妞子'>@闫大妞子</a>:Love is Love! //<a href='/n/闫大妞子'>@闫大妞子</a>:love you love you love you 。give me a message ok？","788"
"I am here:<a class='k' href='/k/广州市-白云区?from=feed'>#广州市-白云区#</a>悲杯具呢，我去火车站接父母，但他们手机全关机了，咋办啊？ <a data-url=""http://t.cn/zOYcWrz"" href=""http://m.weibo.cn/poixy?lng=113.338142&lat=23.228084"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","789"
"想到今天不要上班就睡不着啊，找本书看看去，看到自然睡 ???","790"
"有这么丑吗？至少比java优雅","791"
"这么好吃的一款面有毒？求内幕<i class=""face face_2 icon_4"">[怒骂]</i>","792"
"Repost","793"
"也就说说而已","794"
"//<a href='/n/长沙潮流生活圈'>@长沙潮流生活圈</a>: 求扩散~~~","795"
"我投给了&quot;01:00 - 02:00&quot; 这个选项。","796"
"我靠，袁隆平有木有","797"
"转发微博","798"
"mysql的Java驱动包ResultSetImpl类只比珠穆朗玛峰的高度长一点<a data-url=""http://t.cn/zOlSnSf"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.docjar.com%2Fhtml%2Fapi%2Fcom%2Fmysql%2Fjdbc%2FResultSetImpl.java.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>","799"
"404是用户最伤心滴","800"
"未上号的benz ???","801"
"通过<a href='/n/微盘'>@微盘</a> 下载了<a href='/n/forestzrd'>@forestzrd</a> 分享的&quot;云计算之前世今生与未来-导论(Yesterday Today and Tomorrow of CC-First Class).pdf&quot;，推荐给大家！","802"
"<a href='/n/当当网'>@当当网</a>  你流氓，购物一次你就时不时的短信骚扰 ???","803"
"finally,Java7叫你回家吃饭//<a href='/n/程序员幽默'>@程序员幽默</a>://<a href='/n/鱼雷侠'>@鱼雷侠</a>: finally哭了。。。//<a href='/n/南航一帅'>@南航一帅</a>:catch表示淡定","804"
"这书免费的吧？","805"
"心忧天下，敢为人先。&quot;入党必备&quot;<i class=""face face_1 icon_3"">[哈哈]</i>","806"
"Jobs,也是一块钱 ，牛Bceo都有共性呀","807"
"Hi man,sorry,I cannot afford it//<a href='/n/StephonMarbury'>@StephonMarbury</a>:What's up China! Enjoy the weekend. Hope you guys like these new T-shirts. We will have more designs to come. Thank you for the support! Love is Love!","808"
"Repost","809"
"原来htc的键盘大小写按钮有三种切换模式 ???","810"
"我得回家好好研究猝死有哪些因素，对症下药 ???","811"
"<i class=""face face_1 icon_8"">[泪]</i>","812"
"PS，YY一篇出来","813"
"Repost","814"
"//<a href='/n/左耳朵耗子'>@左耳朵耗子</a>:<i class=""face face_3 icon_22"">[围观]</i>//<a href='/n/飛天豬'>@飛天豬</a>: <i class=""face face_1 icon_14"">[汗]</i>查完了,有个哥们在/etc下 sudo rm -rf *","815"
"Repost","816"
"Repost","817"
"这人太无耻了，转了文章不注明出处。还装13 <a data-url=""http://t.cn/zO02yfu"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fcom-xpp.iteye.com%2Fblog%2F1486693%40"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/伯乐在线官方微博'>@伯乐在线官方微博</a> <a href='/n/程序员的那些事'>@程序员的那些事</a> ???","818"
"大笑三声<i class=""face face_1 icon_3"">[哈哈]</i><i class=""face face_1 icon_3"">[哈哈]</i><i class=""face face_1 icon_3"">[哈哈]</i>，天下乌鸦一般黑","819"
"山寨产品不好意思开源出来呀<a href='/n/淘叔度'>@淘叔度</a>: 淘宝公司开放分享的战略。没有公司的支持，再牛的牛人都没用。比如，腾讯和百度的开源产品很少，不是他们牛人少，而是这些公司不支持开源 //<a href='/n/Laruence'>@Laruence</a>:我有的时候想, 淘宝对技术的无私, 是因为公司战略呢, 还是因为领头的那么几个牛人?","820"
"【苹果新专利不懂编程也可开发APP】到时如果不会编程都不好意思用苹果的产品了 <a data-url=""http://t.cn/zOpyIjj"" href=""http://tech.sina.cn/?sa=t84d20861832v2357&wm=b207&from=qudao&wm=3049_b111"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> (<a href='/n/掌中新浪'>@掌中新浪</a>) ???","821"
"<i class=""face face_1 icon_3"">[哈哈]</i>","822"
"hi，哥们，有你这样解释的么？<i class=""face face_1 icon_6"">[吃惊]</i> ???","823"
"love is love <a href='/n/StephonMarbury'>@StephonMarbury</a> //<a href='/n/英语口语精华'>@英语口语精华</a>:What is love？","824"
"分享 庾澄庆 的单曲《春泥》 <a data-url=""http://t.cn/hrw4UT"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fdouban.fm%2F%3Fstart%3D683189gaa13g0%26cid%3D0"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","825"
"重庆强盗？//<a href='/n/张剑光_小猿'>@张剑光_小猿</a>:简直就是畜生，不管出于什么理由","826"
